subject_id,activity_code,timestamp,x,y,z,activity_name,label
1600,B,251989885752098,-9.810638,18.683868,-6.3202057,jogging,1
1600,B,251989936106102,4.096512,13.461212,-1.6535034,jogging,1
1600,B,251989986460105,-1.9549103,14.167038,-0.65852356,jogging,1
1600,B,251990036814109,-5.039963,17.801575,0.76716614,jogging,1
1600,B,251990087168113,2.8057404,7.1699524,-1.5767365,jogging,1
1600,B,251990137522117,-0.20166016,-4.6009064,-1.8507996,jogging,1
1600,B,251990187876121,-3.0475006,-0.3065033,-2.7566223,jogging,1
1600,B,251990238230125,0.25308228,4.3844757,-0.78323364,jogging,1
1600,B,251990288584129,-0.3989563,10.1870575,-2.142334,jogging,1
1600,B,251990338938133,-13.160187,17.942581,10.390198,jogging,1
1600,B,251990389292137,3.8740387,13.456146,-2.0382538,jogging,1
1600,B,251990439646141,-0.6319885,11.447586,2.5698853,jogging,1
1600,B,251990490000144,-1.8536682,1.3077698,1.2036133,jogging,1
1600,B,251990540354148,0.1085968,-5.5353546,-2.3401184,jogging,1
1600,B,251990590708152,-0.9203644,2.866928,-5.1242065,jogging,1
1600,B,251990641062156,-2.1515656,8.132721,-2.6971588,jogging,1
1600,B,251990691416160,0.28085327,8.071274,8.265137,jogging,1
1600,B,251990741770164,0.26005554,15.475067,3.139679,jogging,1
1600,B,251990792124168,-3.8174438,17.889038,0.18367004,jogging,1
1600,B,251990842478172,0.69262695,11.477509,-2.0716095,jogging,1
1600,B,251990892832176,1.2940216,1.2542114,-1.815979,jogging,1
1600,B,251990943186180,-2.409546,-2.5455475,-2.7528229,jogging,1
1600,B,251990993540184,-3.2760773,1.3717346,-2.7180786,jogging,1
1600,B,251991043894187,-1.9995575,10.15741,-5.3870697,jogging,1
1600,B,251991094248191,-1.1997833,19.480194,-5.4606323,jogging,1
1600,B,251991144602195,1.2199402,18.153412,0.631546,jogging,1
1600,B,251991194956199,0.60702515,13.083389,1.6220856,jogging,1
1600,B,251991245310203,-2.726654,2.2838593,0.27593994,jogging,1
1600,B,251991295664207,-1.8470154,-4.1001587,-0.9458008,jogging,1
1600,B,251991346018211,-0.38659668,0.84454346,-0.5437012,jogging,1
1600,B,251991396372215,-6.208191,12.799973,-3.7281647,jogging,1
1600,B,251991446726219,-5.653473,17.277191,-6.692688,jogging,1
1600,B,251991497080223,-2.1893616,15.654221,-0.07698059,jogging,1
1600,B,251991547434227,-2.9522552,16.139252,0.7786865,jogging,1
1600,B,251991597788230,-1.0450592,10.649551,-1.2143402,jogging,1
1600,B,251991648142234,-0.71058655,1.576828,-1.0868073,jogging,1
1600,B,251991698496238,-2.461563,0.1758728,-3.383606,jogging,1
1600,B,251991748850242,-2.2555237,1.4293213,-1.1229248,jogging,1
1600,B,251991799204246,3.3193054,4.398636,-6.5910797,jogging,1
1600,B,251991849558250,-10.336166,14.834961,7.1227875,jogging,1
1600,B,251991899912254,-2.7570038,15.164825,4.391098,jogging,1
1600,B,251991950266258,2.3762817,13.26619,0.6513672,jogging,1
1600,B,251992000620262,-1.7127686,7.6976013,1.6625824,jogging,1
1600,B,251992050974266,-1.59758,-4.2884216,-0.63868713,jogging,1
1600,B,251992101328269,-1.0456696,-2.5699768,-2.354477,jogging,1
1600,B,251992151682273,-3.7796173,13.850403,-3.5088654,jogging,1
1600,B,251992202036277,2.0489655,16.158691,0.75764465,jogging,1
1600,B,251992252390281,-1.9616852,10.061569,0.33062744,jogging,1
1600,B,251992302744285,-7.967972,16.704193,1.3320313,jogging,1
1600,B,251992353098289,0.21072388,14.216339,-2.7745514,jogging,1
1600,B,251992403452293,0.78297424,-0.037475586,-0.791214,jogging,1
1600,B,251992453806297,-1.9486694,-1.3286896,-2.8034973,jogging,1
1600,B,251992504160301,-2.7556152,1.5891113,-1.3436584,jogging,1
1600,B,251992554514305,-0.3897705,3.2304535,-7.8708344,jogging,1
1600,B,251992604868309,-15.795654,16.431183,2.7728577,jogging,1
1600,B,251992655222312,0.10456848,12.757019,-3.816803,jogging,1
1600,B,251992705576316,2.8511353,13.5950775,0.6820984,jogging,1
1600,B,251992755930320,-2.2341309,6.3417816,1.3070526,jogging,1
1600,B,251992806284324,-1.7140808,-5.96492,-3.25354,jogging,1
1600,B,251992856638328,-1.5678558,-1.2722778,-1.858551,jogging,1
1600,B,251992906992332,-0.47109985,6.2443237,-0.5144043,jogging,1
1600,B,251992957346336,-7.547394,15.530533,7.634094,jogging,1
1600,B,251993007700340,3.1305847,15.260513,2.6217651,jogging,1
1600,B,251993058054344,-1.9423523,18.608536,2.520584,jogging,1
1600,B,251993108408348,-0.8345337,17.382141,-1.1199951,jogging,1
1600,B,251993158762352,1.807373,8.99115,-0.24526978,jogging,1
1600,B,251993209116355,-0.526886,-4.578354,-1.7932739,jogging,1
1600,B,251993259470359,-2.77211,-0.84469604,-5.268631,jogging,1
1600,B,251993309824363,-4.605484,3.1849518,-1.2372131,jogging,1
1600,B,251993360178367,1.8794403,19.315567,-5.5986176,jogging,1
1600,B,251993410532371,-0.44566345,17.985336,0.5278168,jogging,1
1600,B,251993460886375,5.7577972,16.24173,0.341156,jogging,1
1600,B,251993511240379,-3.7297974,7.764099,2.6346436,jogging,1
1600,B,251993561594383,-2.4639282,-2.261673,-0.34716797,jogging,1
1600,B,251993611948387,-2.046585,-5.442627,-2.6419067,jogging,1
1600,B,251993662302391,0.5995636,5.571808,0.25914,jogging,1
1600,B,251993712647817,-10.554352,19.269272,-8.462433,jogging,1
1600,B,251993763001821,1.8307648,14.641098,-1.7146606,jogging,1
1600,B,251993813355825,-2.6540375,13.161224,-0.4562683,jogging,1
1600,B,251993863709829,-6.432724,16.99466,-0.29405212,jogging,1
1600,B,251993914063833,2.422882,11.236465,-2.6458282,jogging,1
1600,B,251993964417837,0.05795288,-3.2838287,-1.101471,jogging,1
1600,B,251994014771841,-3.538208,-0.3839569,-4.6185913,jogging,1
1600,B,251994065125845,-3.2106628,2.9231873,0.16038513,jogging,1
1600,B,251994115479849,-1.5561523,9.758514,-6.894272,jogging,1
1600,B,251994165833853,-7.516464,19.16835,1.9205475,jogging,1
1600,B,251994216187857,2.3395844,15.886887,-1.3794708,jogging,1
1600,B,251994266541860,-1.0341492,8.747681,3.259842,jogging,1
1600,B,251994316895864,-2.4375916,-1.1546173,0.13575745,jogging,1
1600,B,251994367249868,-0.3559265,-5.722122,-5.229233,jogging,1
1600,B,251994417603872,-1.0072021,5.9227448,-4.023651,jogging,1
1600,B,251994467957876,-3.1759033,14.328476,-7.1451874,jogging,1
1600,B,251994518311880,-2.3081665,7.7067566,2.6512604,jogging,1
1600,B,251994568665884,-3.4080505,13.860901,1.1278076,jogging,1
1600,B,251994619019888,-5.001877,17.069122,0.3008728,jogging,1
1600,B,251994669373892,-0.14726257,9.122086,-1.9607239,jogging,1
1600,B,251994719727896,0.05895996,-1.9040985,0.027542114,jogging,1
1600,B,251994770081900,-1.035614,-0.07627869,-2.460968,jogging,1
1600,B,251994820435903,-2.2645721,2.4253235,-3.2512054,jogging,1
1600,B,251994870789907,-2.067215,8.916718,-8.245728,jogging,1
1600,B,251994921143911,-1.2580872,17.61705,-9.889557,jogging,1
1600,B,251994971497915,5.6059723,15.942596,-1.6020813,jogging,1
1600,B,251995021851919,4.255722,13.402145,0.5701752,jogging,1
1600,B,251995072205923,-3.8216705,1.8903503,0.7894745,jogging,1
1600,B,251995122559927,-1.9518433,-2.7957153,-0.7362976,jogging,1
1600,B,251995172913931,0.35583496,1.2437439,-0.4701233,jogging,1
1600,B,251995223267935,-8.348938,11.366486,0.22035217,jogging,1
1600,B,251995273621939,-10.015381,17.6577,-1.6612396,jogging,1
1600,B,251995323975942,-0.74653625,14.478195,-1.9491882,jogging,1
1600,B,251995374329946,-4.7711334,15.778473,-0.45736694,jogging,1
1600,B,251995424683950,-3.7153168,15.52388,-1.8314209,jogging,1
1600,B,251995475037954,0.6360626,4.4259186,-0.2512207,jogging,1
1600,B,251995525391958,-0.2924652,-2.382019,-1.6049347,jogging,1
1600,B,251995575745962,-3.3085938,0.7781067,-1.4460754,jogging,1
1600,B,251995626099966,-2.9538116,3.4046173,-5.06929,jogging,1
1600,B,251995676453970,-7.026245,12.525635,-2.9738312,jogging,1
1600,B,251995726807974,-3.9279785,16.84137,-0.88682556,jogging,1
1600,B,251995777161978,0.4567871,13.679794,-0.6057129,jogging,1
1600,B,251995827515982,-1.8919983,7.6265717,1.8568573,jogging,1
1600,B,251995877869985,-1.2423096,-3.7126923,-1.3289032,jogging,1
1600,B,251995928223989,-0.069107056,-2.2333984,-3.025177,jogging,1
1600,B,251995978577993,-1.1407623,4.9042053,-2.9714355,jogging,1
1600,B,251996028931997,-2.479309,10.940033,3.008545,jogging,1
1600,B,251996079286001,0.6341858,14.846848,3.3140717,jogging,1
1600,B,251996129640005,-2.2304077,17.209946,3.2323456,jogging,1
1600,B,251996179994009,-1.8626099,17.103714,-0.1612091,jogging,1
1600,B,251996230348013,0.8365021,12.937027,-1.9185333,jogging,1
1600,B,251996280702017,-0.8727417,-2.4701996,-0.4635315,jogging,1
1600,B,251996331056021,-1.2782288,-2.5298004,-3.523697,jogging,1
1600,B,251996381410025,-2.3585663,2.0865936,-1.7133636,jogging,1
1600,B,251996431764028,-0.3977356,5.897522,-6.285858,jogging,1
1600,B,251996482118032,-8.758118,16.347656,-0.6046448,jogging,1
1600,B,251996532472036,3.123291,16.735718,-0.42771912,jogging,1
1600,B,251996582826040,1.0157623,14.30368,1.2755127,jogging,1
1600,B,251996633180044,-3.0914307,8.154419,2.289978,jogging,1
1600,B,251996683534048,-0.5117645,-4.261017,-2.2529297,jogging,1
1600,B,251996733888052,-0.48597717,-0.81526184,-1.7272797,jogging,1
1600,B,251996784242056,-0.6167908,4.1245728,1.2074432,jogging,1
1600,B,251996834596060,-5.686386,14.583405,1.7493134,jogging,1
1600,B,251996884950064,4.245941,15.564453,3.2443695,jogging,1
1600,B,251996935304067,-3.2193909,16.788086,0.6184387,jogging,1
1600,B,251996985658071,-2.7176056,18.172394,-0.4409485,jogging,1
1600,B,251997036012075,3.0296783,12.943832,-2.0787506,jogging,1
1600,B,251997086366079,-0.9833374,-3.5616455,-0.886261,jogging,1
1600,B,251997136720083,-4.3079376,-1.7398834,-4.919754,jogging,1
1600,B,251997187074087,-2.2502441,2.20047,0.61994934,jogging,1
1600,B,251997237428091,3.9551697,3.3287811,-9.962326,jogging,1
1600,B,251997287782095,-18.615417,18.853012,14.020706,jogging,1
1600,B,251997338136099,3.2023773,11.13913,-5.202652,jogging,1
1600,B,251997388490103,4.595642,15.068024,0.9161072,jogging,1
1600,B,251997438844107,-2.9618073,5.8851624,1.7284241,jogging,1
1600,B,251997489198110,-3.1911774,-6.1137238,-1.1727753,jogging,1
1600,B,251997539552114,-0.09553528,-0.829834,-2.965744,jogging,1
1600,B,251997589906118,-0.24220276,5.3024445,-0.73376465,jogging,1
1600,B,251997640260122,-15.683426,19.552063,-10.198944,jogging,1
1600,B,251997690614126,4.3713226,16.80304,-1.0930023,jogging,1
1600,B,251997740968130,-2.5536957,15.496185,0.60710144,jogging,1
1600,B,251997791322134,-5.6469116,17.647034,0.32862854,jogging,1
1600,B,251997841676138,4.253128,12.540085,-0.5734863,jogging,1
1600,B,251997892030142,-0.66000366,-2.7980804,-0.506958,jogging,1
1600,B,251997942384146,-1.9797821,0.20181274,-4.0417175,jogging,1
1600,B,251997992738150,-0.7621918,2.7384033,-3.5501099,jogging,1
1600,B,251998043092153,1.3513031,5.790695,-10.177475,jogging,1
1600,B,251998093446157,-5.595642,18.703781,-9.025223,jogging,1
1600,B,251998143800161,1.5445404,13.623596,-1.7609711,jogging,1
1600,B,251998194154165,3.8974762,17.721146,0.739563,jogging,1
1600,B,251998244508169,-3.4054108,8.349808,2.2766876,jogging,1
1600,B,251998294862173,-1.0034332,-3.2769623,0.18043518,jogging,1
1600,B,251998345216177,-0.9167938,-4.5427246,-4.067154,jogging,1
1600,B,251998395570181,-1.9112396,4.304016,-3.1711426,jogging,1
1600,B,251998445924185,-0.7871704,11.373627,-9.96553,jogging,1
1600,B,251998496278189,-6.0439453,6.628296,8.352493,jogging,1
1600,B,251998546632192,1.0742798,13.13028,6.6376038,jogging,1
1600,B,251998596986196,-6.0841675,18.417053,1.9047699,jogging,1
1600,B,251998647340200,1.0127716,13.678513,-1.5962677,jogging,1
1600,B,251998697694204,0.9387512,5.5715637,-1.1931763,jogging,1
1600,B,251998748048208,-3.384674,-3.36174,-1.0076904,jogging,1
1600,B,251998798402212,-2.2949982,-0.20089722,-1.2996826,jogging,1
1600,B,251998848756216,0.23687744,7.4034576,-1.8981628,jogging,1
1600,B,251998899110220,1.4747314,19.512024,-4.579361,jogging,1
1600,B,251998949464224,-0.7629547,17.969345,-0.46870422,jogging,1
1600,B,251998999818228,2.450714,14.430862,1.9514008,jogging,1
1600,B,251999050172232,-5.0742188,10.2313385,3.2629395,jogging,1
1600,B,251999100526235,-2.9586487,-0.79182434,-1.161789,jogging,1
1600,B,251999150880239,0.8889923,-5.4549866,-4.0484314,jogging,1
1600,B,251999201234243,-1.0620575,6.6510925,-4.2992706,jogging,1
1600,B,251999251588247,-1.2446442,11.313675,-0.9817505,jogging,1
1600,B,251999301942251,-1.1109772,8.91748,5.0265045,jogging,1
1600,B,251999352296255,-2.9904633,14.651413,4.4597626,jogging,1
1600,B,251999402650259,-1.0078888,17.037811,3.1436157,jogging,1
1600,B,251999453004263,1.0122375,8.344101,-0.43441772,jogging,1
1600,B,251999503358267,-1.4520111,0.7640381,-1.8259125,jogging,1
1600,B,251999553712271,-1.8316803,0.36543274,-2.6964111,jogging,1
1600,B,251999604066275,-1.3274841,1.8105164,-2.200653,jogging,1
1600,B,251999654420278,1.3637238,11.265808,-6.8537292,jogging,1
1600,B,251999704774282,0.4686432,18.205338,-7.1093903,jogging,1
1600,B,251999755128286,2.8653412,17.10379,-0.74728394,jogging,1
1600,B,251999805482290,0.68299866,13.785477,1.5639038,jogging,1
1600,B,251999855836294,-2.5835419,4.0480194,1.7583008,jogging,1
1600,B,251999906190298,-0.28279114,-5.4470367,-0.40327454,jogging,1
1600,B,251999956544302,-0.62387085,-2.6517334,-1.4217987,jogging,1
1600,B,252000006898306,-12.694885,12.557083,2.2250366,jogging,1
1600,B,252000057252310,-4.0790405,16.216522,0.3053589,jogging,1
1600,B,252000107606314,0.105285645,12.945633,1.2117462,jogging,1
1600,B,252000157960317,-0.91833496,16.937729,0.33953857,jogging,1
1600,B,252000208314321,1.3427277,14.059952,-2.3563843,jogging,1
1600,B,252000258668325,-1.34935,0.80952454,-0.9326172,jogging,1
1600,B,252000309022329,-3.2092896,-1.9413757,-2.5196228,jogging,1
1600,B,252000359376333,-1.5910492,0.8317108,0.30055237,jogging,1
1600,B,252000409730337,3.3020477,8.034882,-4.7010193,jogging,1
1600,B,252000460084341,-8.20755,17.167603,0.023590088,jogging,1
1600,B,252000510438345,0.26950073,15.270447,-0.44215393,jogging,1
1600,B,252000560792349,2.8739777,12.696732,0.7740631,jogging,1
1600,B,252000611146353,-0.9964752,5.954941,1.8391113,jogging,1
1600,B,252000661500357,-1.7212067,-4.466919,-1.2261658,jogging,1
1600,B,252000711854360,-0.89634705,-0.46125793,-3.1897888,jogging,1
1600,B,252000762208364,-1.417511,8.774704,-9.386688,jogging,1
1600,B,252000812562368,-2.1813507,7.1700134,4.2776947,jogging,1
1600,B,252000862916372,-0.64175415,10.7838745,3.7693024,jogging,1
1600,B,252000913270376,-5.7504272,18.060791,4.5559235,jogging,1
1600,B,252000963624380,1.7435608,15.957397,-1.3783569,jogging,1
1600,B,252001013978384,2.0265198,5.2773895,-1.1418762,jogging,1
1600,B,252001064332388,-2.2725677,-0.8571167,-2.1373138,jogging,1
1600,B,252001114686392,-1.8190918,-0.05870056,-2.5390015,jogging,1
1600,B,252001165040396,0.19958496,2.235489,-5.326523,jogging,1
1600,B,252001215394400,-3.4543304,17.833786,-9.075882,jogging,1
1600,B,252001265748403,-2.0761108,16.299973,-3.229599,jogging,1
1600,B,252001316102407,8.13707,19.32788,2.0170288,jogging,1
1600,B,252001366456411,-1.6539459,9.993683,0.21936035,jogging,1
1600,B,252001416810415,-1.4786682,-2.375412,1.7094727,jogging,1
1600,B,252001467164419,-1.6185303,-4.685898,-2.4400024,jogging,1
1600,B,252001517518423,0.0493927,2.6072693,3.6428375,jogging,1
1600,B,252001567872427,-0.6994324,19.316086,-12.58371,jogging,1
1600,B,252001618226431,1.615921,10.478531,2.3279724,jogging,1
1600,B,252001668580435,-0.7032776,8.574234,0.6653137,jogging,1
1600,B,252001718934439,-9.8293,19.399582,3.343277,jogging,1
1600,B,252001769288442,2.6786652,11.144897,-3.5255127,jogging,1
1600,B,252001819642446,0.65579224,-0.4204712,0.7480469,jogging,1
1600,B,252001869996450,-1.7972565,-1.931427,-3.2111359,jogging,1
1600,B,252001920350454,-1.2614441,2.0585938,-1.013443,jogging,1
1600,B,252001970704458,-1.2853546,6.2311096,-6.527939,jogging,1
1600,B,252002021058462,-16.669891,18.655136,10.594086,jogging,1
1600,B,252002071412466,7.61528,11.483536,-3.2232513,jogging,1
1600,B,252002121766470,1.6237946,15.228394,2.2487488,jogging,1
1600,B,252002172120474,-6.350235,5.887329,0.8587799,jogging,1
1600,B,252002222474478,-0.7028656,-7.046631,-1.6920013,jogging,1
1600,B,252002272828482,1.9879761,0.5794983,-4.062195,jogging,1
1600,B,252002323182485,-3.4535675,6.7123566,0.1427002,jogging,1
1600,B,252002373536489,-8.756256,16.657425,-2.8760986,jogging,1
1600,B,252002423890493,5.4057007,15.738739,2.2502594,jogging,1
1600,B,252002474244497,-2.6916504,16.354355,3.1075745,jogging,1
1600,B,252002524598501,-2.5200348,16.199005,-0.70358276,jogging,1
1600,B,252002574952505,3.3759308,10.114624,-1.4423218,jogging,1
1600,B,252002625306509,-1.719986,-3.809784,-2.5651093,jogging,1
1600,B,252002675660513,-3.2701874,0.9482269,-3.7384033,jogging,1
1600,B,252002726014517,-1.282898,5.0296936,-1.9255219,jogging,1
1600,B,252002776368521,-0.5705261,13.299789,-2.9396667,jogging,1
1600,B,252002826722525,-3.4762268,18.45781,-0.9154053,jogging,1
1600,B,252002877076528,3.6173248,15.1575165,-1.3217621,jogging,1
1600,B,252002927430532,-1.5422516,11.921585,2.1112366,jogging,1
1600,B,252002977784536,-3.2296753,3.3108978,-0.06790161,jogging,1
1600,B,252003028138540,0.09524536,-3.6138153,-2.1814423,jogging,1
1600,B,252003078492544,-0.5563965,1.9535828,-2.4748383,jogging,1
1600,B,252003128846548,-2.2892456,9.431824,-0.2585907,jogging,1
1600,B,252003179200552,-1.7036285,14.748657,3.4597015,jogging,1
1600,B,252003229554556,-0.48864746,13.424286,2.3235168,jogging,1
1600,B,252003279908560,-3.023178,16.022964,1.29245,jogging,1
1600,B,252003330262564,0.38313293,14.854828,-1.6354065,jogging,1
1600,B,252003380616567,0.9205475,5.1496277,-1.5106812,jogging,1
1600,B,252003430970571,-1.7111969,-1.9522552,-3.012207,jogging,1
1600,B,252003481324575,-1.943573,1.5226288,-3.6679077,jogging,1
1600,B,252003531678579,-1.455719,11.16774,-2.7196503,jogging,1
1600,B,252003582032583,-1.2424469,19.613052,-1.4075012,jogging,1
1600,B,252003632386587,-0.07458496,18.821732,-0.1973114,jogging,1
1600,B,252003682740591,-0.8671417,15.476456,1.5805206,jogging,1
1600,B,252003733111945,-2.728424,7.4897003,2.7117157,jogging,1
1600,B,252003783465949,-1.0261383,-4.5448303,-1.8065338,jogging,1
1600,B,252003833819953,-0.8538513,-3.6186066,-4.2620087,jogging,1
1600,B,252003884173957,-2.1106415,4.595215,-4.812332,jogging,1
1600,B,252003934527960,-4.0755615,8.706619,-0.69581604,jogging,1
1600,B,252003984881964,1.2906647,13.757782,5.4420624,jogging,1
1600,B,252004035235968,0.49804688,16.684296,6.2237854,jogging,1
1600,B,252004085589972,-2.4036102,15.242432,0.69615173,jogging,1
1600,B,252004135943976,0.025527954,10.9384,-1.7006836,jogging,1
1600,B,252004186297980,-1.0889587,-0.035614014,-2.8883362,jogging,1
1600,B,252004236651984,-2.679779,-2.3036194,-3.0800934,jogging,1
1600,B,252004287005988,-1.4203491,1.1673889,-6.247589,jogging,1
1600,B,252004337359992,-6.996567,13.652222,-8.184555,jogging,1
1600,B,252004387713996,-0.48840332,15.854065,-4.9830017,jogging,1
1600,B,252004438068000,6.8198395,15.77626,-1.450592,jogging,1
1600,B,252004488422003,-1.0080261,10.338959,1.7143402,jogging,1
1600,B,252004538776007,-3.3822784,-0.33358765,-0.21640015,jogging,1
1600,B,252004589130011,-1.4475708,-2.446762,-1.5250702,jogging,1
1600,B,252004639484015,-0.56100464,2.739853,0.17306519,jogging,1
1600,B,252004689838019,-8.96199,15.755356,1.4325867,jogging,1
1600,B,252004740192023,0.28385925,16.45343,-3.1592407,jogging,1
1600,B,252004790546027,-2.6109161,15.869492,2.587906,jogging,1
1600,B,252004840900031,-1.8642883,16.005737,0.8144684,jogging,1
1600,B,252004891254035,1.7487946,11.134033,-2.7424622,jogging,1
1600,B,252004941608039,-1.3682556,-0.28015137,-1.3792725,jogging,1
1600,B,252004991962042,-2.5950623,-1.5451965,-2.843567,jogging,1
1600,B,252005042316046,-2.5313873,1.2010651,0.41055298,jogging,1
1600,B,252005092670050,3.4311066,15.470139,-7.1955566,jogging,1
1600,B,252005143024054,-7.090439,19.385803,0.51416016,jogging,1
1600,B,252005193378058,5.6986084,14.4105835,-0.12837219,jogging,1
1600,B,252005243732062,-0.6457977,12.653198,2.4654846,jogging,1
1600,B,252005294086066,-5.395096,5.0635986,2.0630493,jogging,1
1600,B,252005344440070,-0.75190735,-7.869919,-2.3106842,jogging,1
1600,B,252005394794074,0.9862976,1.3453522,-2.187729,jogging,1
1600,B,252005445148078,-2.0625153,14.104553,-9.234924,jogging,1
1600,B,252005495502082,-6.8098907,3.6817017,9.580307,jogging,1
1600,B,252005545856085,1.469284,13.568802,1.9541168,jogging,1
1600,B,252005596210089,-5.2800903,19.514603,6.821594,jogging,1
1600,B,252005646564093,3.8715515,15.13884,-2.3487701,jogging,1
1600,B,252005696918097,2.713745,5.4720917,-0.82533264,jogging,1
1600,B,252005747272101,-5.4171753,-4.284027,-2.1420593,jogging,1
1600,B,252005797626105,-2.6316528,1.9377289,-5.5874023,jogging,1
1600,B,252005847980109,-1.6286621,3.4210358,-6.955246,jogging,1
1600,B,252005898334113,-3.9540558,19.613052,-2.786087,jogging,1
1600,B,252005948688117,-1.4920502,19.488403,-0.6851654,jogging,1
1600,B,252005999042121,4.7344055,17.30719,3.556366,jogging,1
1600,B,252006049396125,-1.8923187,10.530945,2.1871796,jogging,1
1600,B,252006099750128,-2.6644897,0.3451233,1.3096771,jogging,1
1600,B,252006150104132,-0.059509277,-5.1713867,-2.6224518,jogging,1
1600,B,252006200458136,-0.19763184,6.385193,-2.491745,jogging,1
1600,B,252006250812140,-5.9665985,18.919006,-5.0520477,jogging,1
1600,B,252006301166144,4.3821564,14.040207,-3.3802948,jogging,1
1600,B,252006351520148,-3.0821533,12.088516,-1.0696106,jogging,1
1600,B,252006401874152,-3.8355865,18.190536,2.7593994,jogging,1
1600,B,252006452228156,2.9369812,10.917206,-1.2363892,jogging,1
1600,B,252006502582160,0.5496063,2.1849365,-0.39588928,jogging,1
1600,B,252006552936164,-1.09552,-0.0708313,-2.6533966,jogging,1
1600,B,252006603290167,-1.6103973,3.3570862,-0.5618286,jogging,1
1600,B,252006653644171,-1.7406616,10.603973,-4.7409973,jogging,1
1600,B,252006703998175,-7.4197693,17.792831,-0.20167542,jogging,1
1600,B,252006754352179,4.5068665,12.282471,-1.3773956,jogging,1
1600,B,252006804706183,1.2552795,11.948822,0.40716553,jogging,1
1600,B,252006855060187,-3.9989166,2.801117,0.43260193,jogging,1
1600,B,252006905414191,-0.7414551,-5.414551,-1.1086884,jogging,1
1600,B,252006955768195,0.15600586,1.8835602,-1.1116486,jogging,1
1600,B,252007006122199,-6.6180573,10.973602,1.7186279,jogging,1
1600,B,252007056476203,-11.586517,16.151764,-2.9274445,jogging,1
1600,B,252007106830207,3.2981567,12.929535,1.4582367,jogging,1
1600,B,252007157184210,-1.844284,16.383133,2.7715912,jogging,1
1600,B,252007207538214,-3.597046,11.777267,-1.5716553,jogging,1
1600,B,252007257892218,0.658905,7.7618103,-1.4675446,jogging,1
1600,B,252007308246222,-1.5339508,-2.4824982,-2.4733124,jogging,1
